### exp0 average access times
### ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
64,8,10.000000
64,16,10.000000
64,32,10.000000
64,64,10.000000
128,8,10.000000
128,16,10.000000
128,32,10.000000
128,64,10.000000
128,128,10.000000
256,8,12.273438
256,16,11.867188
256,32,11.867188
256,64,11.921875
256,128,12.027344
256,256,11.921875
512,8,18.179688
512,16,19.042969
512,32,19.042969
512,64,18.832031
512,128,18.541016
512,256,19.916016
512,512,20.306641
